filename	text
0-413-0.wav	ไปดูที่จังหวัดแพร่หน่อยมีอะไรปุ้ย
0-427-50.wav	ถ้าขอนี่ก็ต้องทั้งวัฒนธรรมนะครับทางจังหวัด
0-428-912.wav	มันมีสามส่วนด้วยกันหลักหลักหนึ่งก็คือไปทางสายทางผู้ว่ารายการจังหวัด
0-493-104.wav	คือช่วงนี้เราใช้คำว่าบางโรงเรียนบางสถานที่บางจังหวัด
0-498-9.wav	ห้วยโสอำเภอภูเรือจังหวัดเลย
21-21719-36.wav	โดยนายอดิสัยคงชำนิอายุ41ปีลูกชายของเจ้าของบ้าน
0-509-595.wav	แล้วก็อันดับที่44ค่ะอ่าวตะหนวดเกาะเต่าจังหวัดสุราษฎร์ธานี
0-527-5.wav	ตายเลยเหรอตายค่ะเมื่อกลางดึกค่ะตำรวจสภ.บ่อหลวงที่จังหวัดเชียงใหม่นะคะ\
0-579-85.wav	ก่อนจะเดินทางไปที่เมืองเจียงหยิม
0-713-230.wav	เราก็จะจัดชุดแล้วเฝ้าผมเองก็วิ่งตรวจกับน้องนายกอบต.
0-767-5.wav	ซึ่งเป็นอาหารพื้นบ้านคู่เมืองเชียงคานจังหวัดเลยครับ
0-853-2117.wav	กิ๊กที่อยู่จากจังหวัดวันหนึ่ง
0-872-11.wav	ในรอบ5ปีนะนางไม่ได้ร้องเพลงนานแล้วค่ะ
0-997-17.wav	โดยนายตนะแสนสดีผู้คุมคนงานฝ่ายรักษาสำนักงานเขตพระนครก็บอกว่า
0-994-18.wav	ผู้จัดงานนี้ก็คือยุกะนางไงบอกว่า
0-976-20.wav	แล้วก็ทีนี้ครับตัวของผู้เสียหายก็คือนางสาวภูชนีรถของเธอเสียหายเนี่ย
0-976-11.wav	เจ้าของรถเก๋งแล้วก็มีภาพจากกล้องหน้ารถก็คือนางสาวภูสนีอายุ27ปี
8-8149-494.wav	หมอปลายพายกระซิบ(พายกระซิบ,พรายกระซิบ)เขาทำนายว่าโรคโควิดจะหนักมากขึ้นในช่วงเดือนกันยายน(กันยายน,9)
8-8201-56.wav	จังหวะนี้คือนนายโจเขาอยู่ในรถฟอร์จูเนอร์แล้วก็มีกระบะขาวขับมาประกบ
8-8201-58.wav	แล้วก็รถของนายจเนี่ยที่จอดอยู่และนายโจงอยู่ในรถก็พยายามถอยหลังนะครับ
8-8201-60.wav	แล้วมากันท้ายเอาไว้และก็กลายเป็นเหตุการณ์ไล่ล่ารถฟอร์จูเนอร์ของนายโจ
8-8201-69.wav	มันเป็นอุบัติเหตุจากการถูกไล่ล่านะฮะใช่ค่ะทีนี้พอฟังจากเพื่อนของนายโจ
8-8204-196.wav	จังหวัดเดียวกันคือย้ายจังหวัดนี้ไปจังหวัดนู้น
8-8323-4.wav	ราชบุรีราชบุรีของเก่าเขาก็มีเยอะเหมือนกันที่จังหวัดราชบุรี
8-8325-6.wav	รัมย์ที่เกิดเหตุพบผู้บาดเจ็บสามคน(สามคน,3คน)ซึ่งเป็นพ่อแม่ลูกกันที่เดินทางมากับรถบรรทุก6ล้อ
8-8423-285.wav	ในเรื่องเกี่ยวกับจักราศีในการทำนาย
8-8773-135.wav	หลังจากที่ตำรวจนำตัวส่งสาร(สาร,ศาล)แขวงจังหวัดนนทบุรี
1-1112-13.wav	อำเภอบางปะอินจังหวัดพระนครสิทธิยานะครับ
23-23773-1010.wav	มีข่าวออกมาด้วยนะมีข่าวว่านางเลิกกับแฟน
23-23777-51.wav	ก็ลองคิดดูนะผมก็อยากลองทานดูถ้าอยากลองทานแล้วอยากมีโอกาสผมว่าลองไปที่จังหวัดสตูล
23-23779-36.wav	ซึ่งทุเรียนในแต่ละสวนของจังหวัดนนทบุรี
23-23800-392.wav	จริงนางพูดของนางถูกอยู่คำนึงนะเธอ
23-23841-264.wav	อ่านให้ฟังนะคะเขาบอกว่านายสงกะ
23-23841-528.wav	มันเคยปิดนางก็คิดว่ามันเคยมาเปิดอยู่นะ
23-23841-584.wav	ทำให้หลายคนสงสัยว่าเฮ้ยสรุปแล้วนางน่าจะท้อง
23-23841-631.wav	วันดีคืนดีนางจะทำบุญ
23-23841-687.wav	แต่นางออกกำลังออกกำลังด้วยการทำส่วนที่บ้าน
23-23841-88.wav	เป็นชาย4คนหญิง1คนพบว่านายนิพนธ์หรือตายได้รับบาดเจ็บสาหัส
